Raman.Shift,Zircon_005,Zircon_006,Zircon_007
394.741,24.85784615,69.12910860000001,23.979753440000003
395.7052,24.5137185,66.40646066,23.05215135
396.6694,22.636245675,60.362180849999994,19.28195369
397.6337,20.491571775,53.880622,17.074656410000003
398.5979,18.181083724999997,48.930465999999996,15.686182050000001
399.5621,16.56017095,47.249692499999995,14.72250808
400.5264,15.49223495,47.756227,14.05305126
401.4906,14.740197302,49.781344849999996,13.65042419
402.4548,13.785927000000001,51.21229895,13.031152481999998
403.4191,13.021521475,50.72612445,12.673981730000001
404.3833,12.668780674999999,50.465316800000004,13.07805573
405.3475,12.62218675,53.0097112,13.42466365
406.3118,12.903427075,59.37901035,13.304843726000001
407.276,13.674781105,67.10116365,12.888241125999999
408.2402,15.174101,71.0376129,12.83573486
409.2045,16.867614175,72.6481241,12.74467945
410.1687,18.6662725,75.173455,12.996141020000001
411.1329,20.5427195,80.7023785,14.363573290000001
412.0972,22.51286225,89.350559,17.2403416
413.0614,24.58961665,100.456482,21.56954009
414.0256,26.9420807,113.703299,25.34525974
414.9899,29.274993000000002,123.16749549999999,26.98588304
415.9541,31.376112499999998,126.24589449999999,26.95536678
416.9183,32.96662025,123.29651649999998,25.800353780000002
417.8826,33.01339375,121.6829115,25.919034529999998
418.8468,31.236812500000003,120.28402100000001,27.13340013
419.811,30.730671,118.437938,27.621535760000004
420.7753,31.029217,116.6243715,27.744169
421.7395,31.841317000000004,115.801438,28.090736529999997
422.7037,32.57918025,117.7974475,29.33267044
423.668,32.625937725,123.4999675,30.83627674
424.6322,33.40798015,130.300353,32.30792701
425.5964,35.165264725,136.97808115,34.18078687
426.5607,38.151427500000004,145.6157484,36.91326056
427.5249,42.207632749999995,159.8480544,40.86483747
428.4891,46.6827945,183.2379915,46.08148749
429.4534,51.897903500000005,218.933306,53.95441011
430.4176,58.5339315,266.240703,64.48641064
431.3818,67.43871775000001,325.18480700000003,76.62739527
432.3461,80.0552595,404.2106905,92.428596
433.3103,99.93347299999999,526.950877,118.5242191
434.2745,123.6473065,697.7901245,151.5851402
435.2388,167.119294,929.2474850000001,213.19811219999997
436.203,239.29782749999998,1297.7820299999998,321.2827898
437.1672,331.30253250000004,1719.70849,455.55005360000007
438.1315,431.320435,2032.5313700000002,586.7929578000001
439.0957,576.1232924999999,2222.101265,758.2792989
440.0599,666.8611525,2245.6057100000003,856.9401971
441.0242,677.136185,2032.689815,836.8762859999999
